LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,BILL_AMT_avg,BILL_AMT_trend,credit utilization ratio
270000,2,1,2,31,-1,0,0,0,0,0,9213,2283,3203,1144,1144,1144,1080,1000,1121,0,0,0,0,3021.8333333333335,8069,0.03412222222222222
30000,2,3,1,39,0,0,0,0,0,0,30238,30166,29745,27468,27436,27613,2000,1635,1438,796,5000,1000,1,28777.666666666668,2625,1.0079333333333333
30000,2,2,1,41,0,0,0,0,0,0,20061,17435,14452,13050,11083,9249,1542,2002,2000,900,1500,1500,0,14221.666666666666,10812,0.6687
210000,2,2,1,36,-1,-1,0,-1,-1,-1,2853,8028,10827,5385,1187,1552,8037,6018,5388,1191,1554,1870,0,4972.0,1301,0.013585714285714286
110000,2,1,1,43,0,0,0,0,0,0,104622,103639,105714,105998,105080,105638,4000,5500,5300,4000,4100,12700,0,105115.16666666667,-1016,0.9511090909090909
160000,2,2,1,42,1,-2,-1,-1,-1,-1,0,0,369,0,522,0,0,369,0,522,0,978,0,148.5,0,0.0
380000,2,1,2,30,0,0,2,2,0,0,27015,31684,33442,32361,32518,32308,5700,2800,0,1205,1226,1332,0,31554.666666666668,-5293,0.0710921052631579
140000,2,1,2,33,-2,-2,-1,-1,-1,-1,954,1015,310,2361,854,565,1015,310,2361,854,565,673,0,1009.8333333333334,389,0.0068142857142857146
250000,2,3,1,44,0,0,0,0,0,0,166325,165081,169492,172936,136182,139362,6686,7037,6358,4918,5420,4466,0,158229.66666666666,26963,0.6653
150000,2,1,2,39,-1,-1,-1,-1,-1,-1,1709,14674,771,1365,10965,1488,14674,771,1375,10965,1488,4328,0,5162.0,221,0.011393333333333333
230000,2,2,2,43,2,2,2,2,2,3,206245,215936,221001,220886,239299,237297,13126,10000,5000,23700,2000,3,1,223444.0,-31052,0.8967173913043478
220000,2,1,1,49,-2,-2,-2,-2,-2,-2,0,0,0,0,4488,540,0,0,0,4488,540,0,1,838.0,-540,0.0
60000,2,3,1,39,1,2,0,0,2,0,31011,29565,31123,34134,23552,24020,0,3000,3638,0,1000,3000,0,28900.833333333332,6991,0.51685
50000,2,4,1,41,0,0,0,0,0,0,46148,47711,47645,47552,48512,49622,4000,5000,3000,2000,2000,2000,1,47865.0,-3474,0.92296
300000,2,2,1,40,1,-2,-2,-2,-1,-1,0,0,0,0,280,0,0,0,0,280,0,0,0,46.666666666666664,0,0.0
320000,2,2,1,41,-2,-2,-2,-2,-2,-2,2555,7065,648,2258,722,15937,7100,651,2269,725,16014,3088,0,4864.166666666667,-13382,0.007984375
250000,2,1,1,43,-2,-2,-2,-2,-2,-2,331,0,0,0,0,0,0,0,0,0,0,0,0,55.166666666666664,331,0.001324
200000,2,3,1,42,-1,-1,-1,-1,-1,-1,858,1406,3673,0,150,609,1406,3673,0,150,609,939,0,1116.0,249,0.00429
110000,2,3,1,36,-1,-1,-1,-1,-1,0,3681,6026,1555,2043,1037,4718,6026,1555,2045,1037,4000,6233,0,3176.6666666666665,-1037,0.03346363636363636
50000,2,3,2,46,0,0,0,0,0,0,36259,37669,8770,7251,15948,8838,2500,2127,1500,1000,1000,1000,0,19122.5,27421,0.72518
300000,2,4,2,45,1,-1,-1,-2,-2,-2,0,1669,0,0,0,0,1669,0,0,0,0,289,0,278.1666666666667,0,0.0
50000,2,4,1,33,1,2,0,-1,2,0,26358,24890,25440,26191,25193,25742,4,1925,28293,0,1100,2030,0,25635.666666666668,616,0.52716
230000,2,3,1,42,-1,-1,0,0,0,0,170,2217,5167,8552,12552,10596,2217,3167,3552,5000,3000,2518,0,6542.333333333333,-10426,0.0007391304347826087
30000,2,2,1,36,-1,-1,-2,-2,-2,-1,528,-120,-120,-120,-120,6675,0,0,0,0,6795,21947,1,1120.5,-6147,0.0176
30000,2,2,1,41,3,2,2,-1,-1,-1,1660,856,428,428,13749,659,428,0,428,13749,659,5548,0,2963.3333333333335,1001,0.05533333333333333
290000,2,2,1,41,0,0,2,0,0,0,4783,7239,6957,4954,7221,6988,2552,0,1000,5000,2500,3659,0,6357.0,-2205,0.016493103448275863
210000,2,1,1,47,-2,-2,-2,-2,-2,-2,234,0,0,0,0,0,0,0,0,0,0,2197,0,39.0,234,0.0011142857142857144
200000,2,2,1,46,-1,-1,2,-1,-1,-1,827,1654,827,827,827,827,1654,0,827,827,827,827,0,964.8333333333334,0,0.004135
150000,2,2,1,41,-2,-2,-2,-2,-2,-2,11026,9459,9929,1595,3630,3516,9640,9976,1595,3647,3516,11071,0,6525.833333333333,7510,0.07350666666666666
110000,2,1,1,45,0,0,0,0,0,-1,21842,15843,10466,3537,1378,316,3000,2007,1000,0,316,825,0,8897.0,21526,0.19856363636363636
20000,2,2,1,43,2,0,0,2,0,0,13139,13915,18667,18072,18120,19329,1300,5000,0,640,1497,0,1,16873.666666666668,-6190,0.65695
360000,2,1,2,28,0,0,0,0,0,0,79161,81260,83055,85662,87458,86393,4000,4000,4000,4000,3300,5199,0,83831.5,-7232,0.21989166666666668
230000,2,1,1,35,0,0,0,0,0,0,165405,168697,172990,177963,77076,78848,6027,7000,8000,3000,3000,3226,0,140163.16666666666,86557,0.7191521739130434
60000,2,2,1,38,0,0,0,0,0,2,27527,31715,35850,37165,39490,25854,5000,5000,2000,2898,0,3000,0,32933.5,1673,0.4587833333333333
470000,2,2,1,45,0,0,0,0,0,0,212948,188435,182687,153366,114451,122489,30000,15000,5052,5000,10000,15000,0,162396.0,90459,0.4530808510638298
120000,2,1,2,29,0,0,0,0,0,-2,59538,50150,44742,33231,-1320,-660,4000,5069,2805,0,0,1616,0,30946.833333333332,60198,0.49615
50000,2,2,2,35,0,0,0,0,0,-1,41657,47969,49131,38884,8144,8643,10000,11000,5000,1005,15000,7000,0,32404.666666666668,33014,0.83314
140000,2,1,1,40,1,-1,-1,-1,-1,-1,0,1220,0,584,0,190,1220,0,584,0,190,0,0,332.3333333333333,-190,0.0
500000,2,1,1,39,-1,-1,-1,-1,-1,-1,10840,1108,2111,920,920,920,1108,2111,920,920,920,0,0,2803.1666666666665,9920,0.02168
400000,2,2,2,41,-2,-2,-2,-2,-2,-2,43672,678,330,330,330,330,678,330,330,330,330,330,1,7611.666666666667,43342,0.10918
310000,2,2,2,34,0,0,0,0,0,0,87559,74929,76404,76133,53065,17529,3000,3022,5208,15734,1607,140994,0,64269.833333333336,70030,0.28244838709677417
320000,2,1,1,42,0,0,2,2,0,0,304057,318844,324589,320622,252323,253557,20000,10000,450,7025,7161,8000,1,295665.3333333333,50500,0.950178125
330000,2,1,1,41,-1,-1,-1,-1,0,-1,11006,4160,48549,16942,1610,26842,4160,48549,18562,0,26842,11938,0,18184.833333333332,-15836,0.03335151515151515
240000,2,2,1,38,0,0,0,0,0,0,231990,202714,199711,203767,208015,220109,10028,7711,7767,8015,15829,9000,0,211051.0,11881,0.966625
290000,2,2,1,36,-2,-2,-2,-2,-2,-2,8909,8199,972,445,3589,6939,8300,972,455,3589,6939,10919,0,4842.166666666667,1970,0.030720689655172415
150000,2,1,1,39,-1,-1,-1,-1,-1,-1,10147,0,1351,2942,384,504,0,1351,2942,384,504,280,0,2554.6666666666665,9643,0.06764666666666666
50000,2,2,1,34,0,0,0,0,0,0,5745,4266,3047,3606,2390,1655,1023,1051,1000,50,10050,734,0,3451.5,4090,0.1149
210000,2,1,1,37,0,0,-2,-2,-1,-1,2960,0,0,0,198,0,0,0,0,198,0,0,0,526.3333333333334,2960,0.014095238095238095
150000,2,1,1,38,-2,-2,-2,-2,-2,-1,14391,1213,4952,1040,3617,540,1213,4952,1040,3617,540,17120,0,4292.166666666667,13851,0.09594
210000,2,2,1,46,-1,2,-1,-1,-2,-2,594,594,21445,0,0,0,0,21451,0,0,0,0,0,3772.1666666666665,594,0.0028285714285714286
180000,2,1,1,40,0,-1,0,0,0,0,34483,21142,11279,5698,5993,-73895,22864,1133,1000,1000,0,159000,0,783.3333333333334,108378,0.19157222222222223
360000,2,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
220000,2,3,2,33,-1,0,0,0,0,0,179430,177387,175378,178367,177657,180346,7041,6921,6858,6219,6409,6659,0,178094.16666666666,-916,0.8155909090909091
160000,2,2,1,40,1,-1,-1,-2,-2,-1,0,3685,0,0,0,660,3685,0,0,0,660,660,0,724.1666666666666,-660,0.0
500000,2,3,1,40,0,0,0,0,0,-1,38322,38913,27489,27053,-9,14863,1284,1231,1154,0,14872,121,0,24438.5,23459,0.076644
100000,2,3,1,43,2,2,0,0,0,0,100792,91738,88883,90710,92471,79318,0,4107,4204,4200,3071,3106,0,90652.0,21474,1.00792
80000,2,2,1,47,-2,-2,-2,-2,-2,-1,966,0,647,1988,1049,1466,0,647,1990,1049,1466,6309,1,1019.3333333333334,-500,0.012075
360000,2,2,2,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
230000,2,3,1,49,0,0,0,0,0,0,224985,188593,162143,165345,151047,147564,10000,8000,7000,10000,10000,8000,0,173279.5,77421,0.978195652173913
180000,2,1,2,33,-2,-2,-1,-1,-1,-1,4500,2580,178,1500,0,1118,2580,178,1500,0,1118,1331,0,1646.0,3382,0.025
200000,2,1,2,44,0,0,0,0,0,0,203045,140347,139282,138462,134497,126617,4501,4916,4505,4205,4145,3100,1,147041.66666666666,76428,1.015225
60000,2,2,1,45,0,0,0,0,-1,-1,60244,59868,58221,16305,3124,29484,3000,2577,1525,3124,29484,1326,0,37874.333333333336,30760,1.0040666666666667
280000,2,1,1,35,0,0,0,0,0,0,171057,173712,177913,182942,186892,197661,7000,7000,8000,7000,14000,8000,0,181696.16666666666,-26604,0.6109178571428572
80000,2,3,1,48,-1,-1,2,-1,-1,-1,396,792,396,792,0,396,792,0,792,0,396,546,1,462.0,0,0.00495
200000,2,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
50000,2,2,2,37,0,0,0,-1,0,0,4793,3594,0,5369,3746,9408,3000,0,5369,0,9000,10000,0,4485.0,-4615,0.09586
460000,2,1,2,34,-1,-1,-1,-1,-1,-1,14460,8869,21494,12657,5739,10184,8869,23664,12659,5752,10192,7419,0,12233.833333333334,4276,0.03143478260869565
220000,2,1,1,34,-1,-1,-1,-1,0,0,2774,5152,6615,15799,13526,8726,5162,6615,15799,1526,0,2287,0,8765.333333333334,-5952,0.012609090909090908
170000,2,1,1,37,-1,0,-1,-1,-1,0,397,396,396,596,25081,25189,395,396,596,25081,504,396,0,8675.833333333334,-24792,0.0023352941176470587
50000,2,2,1,41,0,0,-1,0,0,0,10400,0,23425,19040,19624,20152,0,23425,1500,900,993,1100,0,15440.166666666666,-9752,0.208
210000,2,1,1,44,0,0,0,0,0,0,89519,50144,52148,50723,43200,17556,20033,10000,5012,1251,2007,10125,0,50548.333333333336,71963,0.42628095238095237
20000,2,2,1,31,1,2,2,2,0,0,9701,9401,11903,11420,11342,12157,0,2969,0,408,1000,0,0,10987.333333333334,-2456,0.48505
230000,2,1,1,46,-2,-2,-2,-2,-2,-2,266,0,0,0,0,300,0,0,0,0,300,0,0,94.33333333333333,-34,0.0011565217391304348
390000,2,1,2,32,-1,0,0,0,0,0,46895,45435,47678,47753,38671,50795,7518,12006,13006,4006,25011,14009,0,46204.5,-3900,0.12024358974358974
180000,2,2,2,34,0,0,0,0,0,0,18314,18630,19126,12939,6939,3439,2000,2000,1042,0,0,191,0,13231.166666666666,14875,0.10174444444444444
130000,2,3,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
250000,2,3,1,43,-2,-2,-2,-2,-2,-2,278,278,278,278,278,428,278,278,278,278,428,278,0,303.0,-150,0.001112
500000,2,1,1,37,-1,-1,-1,-1,-1,0,6694,17470,15091,1587,61385,56252,17470,15091,1587,61385,0,56733,1,26413.166666666668,-49558,0.013388
240000,2,1,2,40,0,0,0,0,0,0,338294,79849,81563,83224,84878,86665,2857,3000,3016,3033,3150,4000,0,125745.5,251629,1.4095583333333332
270000,2,2,2,39,-2,-2,-2,-2,-2,-2,3073,1816,1163,1582,0,1320,1816,1163,1582,0,1320,717,0,1492.3333333333333,1753,0.011381481481481482
450000,2,3,2,44,-2,-2,-2,-2,-1,-1,11150,4281,0,2442,14234,-2988,4281,0,2442,14234,452,0,0,4853.166666666667,14138,0.024777777777777777
280000,2,3,1,33,0,0,2,2,2,2,75953,84005,86472,87457,88281,86749,9348,4700,3300,3150,0,3328,1,84819.5,-10796,0.2712607142857143
170000,2,1,2,42,-1,-1,-1,-1,-1,0,3480,316,316,316,948,632,316,316,316,948,0,0,0,1001.3333333333334,2848,0.02047058823529412
280000,2,1,2,30,-1,-1,-1,-2,-2,-2,26679,52223,25088,9427,2829,198,52223,25100,9427,2838,198,4139,0,19407.333333333332,26481,0.09528214285714286
170000,2,2,1,43,0,0,0,0,0,0,38137,39135,39872,40693,41334,42118,1934,1671,1657,1463,1666,1529,0,40214.833333333336,-3981,0.22433529411764705
200000,2,1,2,37,0,0,0,0,0,0,19149,20103,21543,22765,23374,24134,1500,2000,1500,1200,1200,1200,0,21844.666666666668,-4985,0.095745
380000,2,1,2,33,0,0,0,0,0,0,89842,88898,63203,44889,44276,31799,8000,8009,7000,6000,10500,8500,0,60484.5,58043,0.23642631578947368
500000,2,1,2,44,-2,-2,-2,-2,-2,-2,522,17643,1462,6224,0,0,20007,5000,7000,0,0,0,0,4308.5,522,0.001044
40000,2,1,2,29,0,0,0,0,-2,-2,35735,29772,23602,0,0,0,2017,1206,0,0,0,0,0,14851.5,35735,0.893375
150000,2,2,1,29,2,0,0,0,2,2,123248,126311,130388,138246,140513,118464,5000,6000,10500,5015,173,102,1,129528.33333333333,4784,0.8216533333333333
220000,2,2,1,34,0,0,0,0,0,0,36242,38320,39700,40737,42743,44052,3000,2000,2000,3000,2000,3000,0,40299.0,-7810,0.16473636363636363
200000,2,1,2,29,0,0,0,0,0,0,181821,185506,190977,193800,190936,186183,6000,7000,6000,6000,5400,5400,0,188203.83333333334,-4362,0.909105
360000,2,1,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,3078,0,0,0,0,3078,0,0,513.0,-3078,0.0
100000,2,1,1,36,-1,-1,-1,-1,-1,-1,905,3450,1195,2775,890,2117,3450,1195,2775,890,2117,1072,0,1888.6666666666667,-1212,0.00905
420000,2,2,1,34,0,0,0,0,0,-1,158471,44131,32423,18824,0,21082,1644,1436,1000,0,21082,228548,1,45821.833333333336,137389,0.37731190476190474
200000,2,1,1,39,1,-2,-2,-1,-1,-1,0,0,0,522,0,1073,0,0,522,0,1073,0,0,265.8333333333333,-1073,0.0
310000,2,2,2,36,0,0,0,0,0,0,298221,303251,270591,252989,225814,231165,10500,9672,8826,8100,9000,8619,1,263671.8333333333,67056,0.9620032258064516
180000,2,2,2,34,0,0,0,0,0,0,41699,42812,44132,24594,25686,26780,1800,2100,1500,1500,1500,1200,0,34283.833333333336,14919,0.23166111111111112
500000,2,4,1,32,-1,-1,-1,-1,0,0,5353,5739,5578,57722,55468,55026,6081,5588,58476,1910,1974,2254,0,30814.333333333332,-49673,0.010706
230000,2,1,2,35,-2,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,150,150,0,25.0,-150,0.0
50000,2,1,2,40,0,0,0,0,0,0,52841,52016,51990,50570,21095,19999,1860,2619,2000,500,714,20702,0,41418.5,32842,1.05682
250000,2,1,1,40,1,2,0,0,0,0,16503,13894,14669,14265,8887,6679,0,1400,1090,246,402,200,0,12482.833333333334,9824,0.066012
150000,2,2,2,31,1,2,2,2,0,0,22723,22060,25195,24497,24791,25462,0,3500,0,1000,1071,950,0,24121.333333333332,-2739,0.15148666666666666
50000,2,2,1,34,0,0,-1,-1,-1,-1,2435,0,197,2995,19515,0,0,197,2995,19515,0,3734,0,4190.333333333333,2435,0.0487
100000,2,2,1,35,0,0,0,0,0,0,77394,76081,61898,53035,15785,7762,2640,3007,2300,200,290,50000,1,48659.166666666664,69632,0.77394
110000,2,2,2,42,2,2,2,2,2,0,39635,40580,41631,42352,41373,42156,1900,2000,1700,0,1600,1600,1,41287.833333333336,-2521,0.3603181818181818
210000,2,2,2,38,0,0,0,0,0,0,76418,78798,82525,84353,87835,79481,5000,5000,3200,5000,3000,2500,0,81568.33333333333,-3063,0.3638952380952381
150000,2,1,2,45,-2,-2,-2,-2,-2,-2,1923,101,0,0,0,399,101,0,0,0,399,0,0,403.8333333333333,1524,0.01282
80000,2,1,1,44,1,-1,-1,-1,-1,-1,-60,2400,595,1810,737,2555,2460,595,1815,737,2555,4290,0,1339.5,-2615,-0.00075
200000,2,2,1,48,-2,-1,2,2,-1,-1,-1123,2711,3030,1695,10569,9777,4165,1700,5,10624,9816,9208,1,4443.166666666667,-10900,-0.005615
150000,2,1,2,35,2,2,0,0,0,0,55337,53851,53710,48797,49928,51106,0,2503,2000,1804,2000,2000,1,52121.5,4231,0.3689133333333333
100000,2,3,1,39,-2,-1,-1,-1,-1,-2,10135,1646,1635,884,0,0,1646,5635,884,0,0,0,0,2383.3333333333335,10135,0.10135
110000,2,1,2,32,0,0,0,0,0,0,46603,48351,51815,47225,34975,43725,2536,5000,1653,1500,10000,1495,0,45449.0,2878,0.42366363636363635
240000,2,1,2,33,0,0,0,0,0,0,99938,92104,85194,83021,78556,78495,3500,4200,3600,3000,3000,3000,0,86218.0,21443,0.4164083333333333
180000,2,1,2,35,0,0,0,0,0,0,5450,150,150,150,150,150,0,0,0,0,0,0,1,1033.3333333333333,5300,0.03027777777777778
180000,2,2,2,35,1,-2,-2,-1,-1,-2,0,0,0,900,0,0,0,0,900,0,0,0,0,150.0,0,0.0
400000,2,1,2,31,-2,-2,-2,-2,-2,-2,-287,-287,5439,5747,687,19898,0,5726,5753,687,19934,40024,0,5199.5,-20185,-0.0007175
260000,2,2,1,41,0,0,0,0,2,0,195465,199338,203651,223837,218383,222960,8400,8800,25000,0,8000,21000,0,210605.66666666666,-27495,0.7517884615384616
160000,2,2,1,47,-1,3,2,-1,-1,-1,1857,1672,836,836,836,836,0,0,836,836,836,836,1,1145.5,1021,0.01160625
240000,2,2,1,34,0,0,0,0,0,0,7806,10142,12211,13828,11337,11577,2481,2550,2167,1000,389,1000,0,11150.166666666666,-3771,0.032525
260000,2,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,5181,0,0,0,0,5181,0,0,863.5,-5181,0.0
160000,2,2,2,38,0,0,0,0,0,0,159637,155003,158156,153699,127366,117812,5580,5680,4950,4350,4300,4360,0,145278.83333333334,41825,0.99773125
80000,2,3,2,43,0,0,0,0,0,0,66047,59910,55122,54006,50779,50257,2071,2063,1779,2087,1743,1800,0,56020.166666666664,15790,0.8255875
480000,2,1,1,39,0,0,0,-1,0,0,98569,106660,400000,66270,80274,82160,10620,302000,66270,15000,3044,30042,1,138988.83333333334,16409,0.20535208333333332
270000,2,3,1,41,0,0,0,0,0,0,48872,43688,35638,41704,43869,45160,3688,2638,6704,2869,2000,1686,0,43155.166666666664,3712,0.1810074074074074
100000,2,2,2,40,2,0,0,2,2,2,40626,41945,45247,45208,46160,48268,2000,4000,1000,2000,3000,0,1,44575.666666666664,-7642,0.40626
300000,2,3,2,40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,390.0,0,0.0013
450000,2,3,2,40,-1,-1,-1,-1,0,0,5453,25948,53938,14602,18065,19239,26731,55367,15174,10528,10037,48551,0,22874.166666666668,-13786,0.012117777777777778
360000,2,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
170000,2,2,1,40,0,0,0,0,0,0,134496,143242,124103,115638,116430,118950,17400,5921,5700,4200,4400,4611,0,125476.5,15546,0.7911529411764706
50000,2,3,1,36,0,0,0,0,0,0,48032,48175,48691,49108,19809,11314,1771,2123,2675,552,1000,1000,0,37521.5,36718,0.96064
50000,2,3,2,30,0,0,0,2,-1,-1,16986,6929,8743,1000,5557,5027,1186,2000,0,5557,470,0,1,7373.666666666667,11959,0.33972
240000,2,2,1,31,1,2,2,2,0,0,6900,6641,10495,2813,3805,5730,0,4000,1000,1200,2000,0,1,6064.0,1170,0.02875
440000,2,2,2,34,0,0,-1,0,0,0,6480,7265,444912,218064,222734,227445,1000,226848,8300,8300,8300,8300,0,187816.66666666666,-220965,0.014727272727272728
180000,2,2,2,35,2,0,0,0,0,0,168090,150482,154063,158494,161855,171055,5500,6001,7000,6000,12000,7500,0,160673.16666666666,-2965,0.9338333333333333
140000,2,2,2,40,-2,-2,-2,-2,-2,-2,0,1887,0,0,0,0,1887,0,0,0,0,0,0,314.5,0,0.0
150000,2,1,2,34,1,-1,-1,-2,-2,-2,0,53,0,0,0,0,53,0,0,0,0,0,0,8.833333333333334,0,0.0
100000,2,2,2,35,0,0,0,0,0,0,100207,94080,75428,76450,77503,64119,4026,3100,3050,3000,2300,2700,0,81297.83333333333,36088,1.00207
190000,2,2,1,40,0,0,0,0,0,0,124082,125032,129167,130331,132958,135814,4500,6147,4800,4800,5000,10600,0,129564.0,-11732,0.6530631578947368
200000,2,1,1,40,1,-1,-1,-1,-1,-1,0,114558,1898,849,-171,14686,114558,3796,849,0,14857,0,0,21970.0,-14686,0.0
260000,2,1,1,41,0,0,0,2,0,0,157551,160759,351026,170671,169689,159066,7312,18934,23,3729,4226,514,0,194793.66666666666,-1515,0.6059653846153846
580000,2,2,1,34,1,2,0,0,0,0,420115,405932,437254,477809,486721,498316,0,38001,50000,16881,18887,16846,1,454357.8333333333,-78201,0.7243362068965518
100000,2,2,2,36,0,0,0,0,0,0,101513,98736,99072,91809,77499,76997,3600,5006,2910,2755,5000,5000,0,90937.66666666667,24516,1.01513
400000,2,1,1,40,-1,-1,-1,-2,-2,-2,3716,4318,273,743,516,200,4318,273,743,516,200,422,0,1627.6666666666667,3516,0.00929
350000,2,1,2,32,-2,-1,-1,-1,0,0,24522,18876,5571,10978,9326,13255,18970,5594,11024,9317,13321,4019,0,13754.666666666666,11267,0.07006285714285715
140000,2,2,1,43,2,2,0,0,0,0,90632,88637,90859,92734,48461,49067,0,4200,4261,2182,1844,1652,1,76731.66666666667,41565,0.6473714285714286
90000,2,2,1,46,-1,-1,-1,-1,-1,-1,1829,2793,696,546,846,846,2793,696,546,996,846,696,0,1259.3333333333333,983,0.02032222222222222
180000,2,1,1,40,1,-1,-1,-2,-2,-2,0,319,0,0,0,0,319,0,0,0,0,207,1,53.166666666666664,0,0.0
150000,2,1,1,41,-2,-2,-2,-2,-2,-2,3275,1105,0,0,0,300,1105,0,0,0,300,0,0,780.0,2975,0.021833333333333333
200000,2,1,2,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
390000,2,2,1,39,0,0,0,0,0,0,359641,283210,240876,190709,191162,195336,11100,13163,8349,6840,7252,7800,0,243489.0,164305,0.9221564102564103
180000,2,2,2,28,-1,-1,-1,-1,-1,-1,416,416,416,416,416,832,416,416,416,416,832,0,1,485.3333333333333,-416,0.002311111111111111
90000,2,1,2,28,1,2,0,0,0,2,5799,3095,5257,6649,8680,7844,0,3000,2000,3000,0,20000,0,6220.666666666667,-2045,0.06443333333333333
240000,2,2,1,29,0,0,0,0,0,0,81274,83030,84945,65601,66901,68086,3101,3385,2377,2387,2472,2475,0,74972.83333333333,13188,0.3386416666666667
320000,2,1,2,28,-1,-1,-1,0,0,0,331,1081,6144,14977,9473,8002,1085,6146,9473,0,5,1386,1,6668.0,-7671,0.001034375
90000,2,1,2,28,2,3,2,0,0,2,88627,86357,84131,85225,90347,85725,0,0,3400,6500,0,3301,1,86735.33333333333,2902,0.9847444444444444
200000,2,1,1,40,-1,-1,-1,0,0,-1,5853,6549,9389,18475,1016,4934,6567,9421,14068,3,4948,7770,0,7702.666666666667,919,0.029265
210000,2,1,2,41,-1,-1,-1,-2,-1,-1,194,6479,-200,-200,23560,0,6479,0,0,23760,0,0,1,4972.166666666667,194,0.0009238095238095238
160000,2,2,1,31,3,2,2,0,0,2,166573,158760,140777,136066,143005,129960,2000,5000,4600,14650,0,5100,1,145856.83333333334,36613,1.04108125
100000,2,1,2,28,0,0,0,0,0,0,77007,80708,84401,85786,65345,67205,5000,5000,4200,3000,3000,3000,0,76742.0,9802,0.77007
240000,2,1,2,29,0,0,0,0,0,0,236883,241574,244010,239778,191762,196015,8636,9303,8159,5449,5900,5323,0,225003.66666666666,40868,0.9870125
50000,2,3,1,50,0,0,0,0,0,0,12164,13475,14197,15207,15509,15834,1521,1243,1253,555,575,579,0,14397.666666666666,-3670,0.24328
50000,2,2,1,50,0,0,0,0,0,0,21956,20439,20691,17081,16234,16330,2000,1306,1206,1000,697,532,0,18788.5,5626,0.43912
20000,2,3,1,52,0,0,0,2,0,0,10248,11271,13513,12999,14456,16313,1501,2743,0,1686,2089,0,1,13133.333333333334,-6065,0.5124
320000,2,1,1,50,-1,-1,-1,-1,-2,-2,885,2116,11481,0,0,0,2116,11481,0,0,0,240,0,2413.6666666666665,885,0.002765625
60000,2,3,1,50,-1,-1,-1,-1,-1,-1,2811,297,734,399,670,0,297,737,399,670,0,9398,1,818.5,2811,0.04685
230000,2,1,1,49,-2,-2,-2,-2,-2,-2,1034,299,8994,1796,3970,7214,299,8997,1808,3970,7214,3684,0,3884.5,-6180,0.004495652173913044
170000,2,1,1,50,-1,-1,-1,-1,-1,-1,1978,2191,3185,0,582,3779,2191,3185,0,582,3779,75,0,1952.5,-1801,0.01163529411764706
400000,2,1,1,49,1,2,2,-2,-2,-2,9279,7419,0,3378,0,590,0,0,3378,0,590,2951,0,3444.3333333333335,8689,0.0231975
200000,2,3,2,50,-1,-1,-1,-1,-1,-1,3943,1443,2203,2189,5475,5506,1443,2583,2189,5475,5506,15837,0,3459.8333333333335,-1563,0.019715
250000,2,3,1,50,-2,-2,-2,-2,-2,-2,193355,8173,-11,-11,39618,20380,8173,0,0,39629,20380,32701,0,43584.0,172975,0.77342
460000,2,2,1,50,0,0,0,0,0,0,581319,552144,523423,493548,429966,427216,19141,19141,20141,14642,31549,15522,1,501269.3333333333,154103,1.2637369565217391
10000,2,3,2,54,0,-1,-1,2,2,-1,1083,390,390,390,0,780,780,780,0,0,780,0,0,505.5,303,0.1083
50000,2,2,1,50,0,0,0,0,0,0,32570,34713,39803,41790,44351,46194,3000,6000,3000,3500,3500,1600,0,39903.5,-13624,0.6514
150000,2,2,1,50,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
290000,2,2,1,50,0,0,0,0,0,0,272799,261286,246740,224260,233251,226100,10109,10126,7095,30227,40213,40211,0,244072.66666666666,46699,0.9406862068965517
50000,2,3,1,58,0,0,0,0,0,0,7308,7987,8582,9719,9692,9663,1200,1500,1300,500,500,500,0,8825.166666666666,-2355,0.14616
120000,2,3,1,65,0,0,0,0,0,0,58436,60202,61042,61253,57695,2530,2740,2407,1421,0,0,840,0,50193.0,55906,0.48696666666666666
250000,2,1,1,53,-1,-1,-1,-1,-1,0,440,439,440,440,880,440,439,441,440,880,0,590,0,513.1666666666666,0,0.00176
500000,2,3,1,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
